account,permitID,agencyID,permitStatus,desc,permitType,issueDate,year,siteNo,siteStreet,siteSuffix,streetAddress,fullAddress
7.31E+11,1343696,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/27/2013,2014,2513,MACONDA,LN,2513 MACONDA LN,"2513 MACONDA LN, Houston, Texas"
7.31E+11,1122555,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/5/2007,2008,2309,MACONDA,LN,2309 MACONDA LN,"2309 MACONDA LN, Houston, Texas"
7.31E+11,1283588,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/20/2011,2012,3809,OVERBROOK,LN,3809 OVERBROOK LN,"3809 OVERBROOK LN, Houston, Texas"
7.31E+11,1192309,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/7/2009,2010,3822,WICKERSHAM,LN,3822 WICKERSHAM LN,"3822 WICKERSHAM LN, Houston, Texas"
7.31E+11,1308363,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/3/2012,2013,3838,WICKERSHAM,LN,3838 WICKERSHAM LN,"3838 WICKERSHAM LN, Houston, Texas"
7.31E+11,1126238,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/25/2007,2008,3721,WICKERSHAM,LN,3721 WICKERSHAM LN,"3721 WICKERSHAM LN, Houston, Texas"
7.31E+11,1243693,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/13/2010,2011,3717,LOCKE,LN,3717 LOCKE LN,"3717 LOCKE LN, Houston, Texas"
7.31E+11,1291838,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/6/2011,2012,3713,LOCKE,LN,3713 LOCKE LN,"3713 LOCKE LN, Houston, Texas"
7.31E+11,1189925,CITY OF HOUSTON,Complete,RESIDENITAL FILL / GRADE FOR POOL DEMO,Residential Demolition,3/2/2009,2010,7326,THUROW,ST,7326 THUROW ST,"7326 THUROW ST, Houston, Texas"
7.32E+11,3,HUNTERS CREEK VILLAGE,Complete,DEMO,Residential Demolition,12/29/2008,2010,422,TIMBERWILDE,NA,422 TIMBERWILDE NA,"422 TIMBERWILDE NA, Houston, Texas"
7.32E+11,1367944,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/29/2013,2014,3131,LONZO,ST,3131 LONZO ST,"3131 LONZO ST, Houston, Texas"
7.32E+11,1,CITY OF SPRING VALLEY,Complete,DEMO. EXISTING BLDG.,Demolition,9/12/2005,2006,9216,OLD KATY,NA,9216 OLD KATY NA,"9216 OLD KATY NA, Houston, Texas"
7.32E+11,1328464,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISCONNECT,Residential Demolition,10/8/2012,2013,6214,KIRKWOOD,ST,6214 KIRKWOOD ST,"6214 KIRKWOOD ST, Houston, Texas"
7.32E+11,1280410,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/2/2011,2012,4208,CORTLANDT,ST,4208 CORTLANDT ST,"4208 CORTLANDT ST, Houston, Texas"
7.32E+11,1170477,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/22/2008,2009,4303,CORTLANDT,ST,4303 CORTLANDT ST,"4303 CORTLANDT ST, Houston, Texas"
7.32E+11,1,ERROR: KEY NOT FOUND,Complete,DEMO,Residential Demolition,3/9/2009,2009,4703,WILLOW,ST,4703 WILLOW ST,"4703 WILLOW ST, Houston, Texas"
7.32E+11,1208486,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/19/2009,2010,8806,LAVENDER,ST,8806 LAVENDER ST,"8806 LAVENDER ST, Houston, Texas"
7.32E+11,1221359,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/26/2010,2011,4814,EARLINE,ST,4814 EARLINE ST,"4814 EARLINE ST, Houston, Texas"
7.32E+11,1287101,CITY OF HOUSTON,Complete,DEMO OF GARAGE (NO SEWER INVOLVED),Residential Demolition,10/11/2011,2012,5017,BOICEWOOD,ST,5017 BOICEWOOD ST,"5017 BOICEWOOD ST, Houston, Texas"
7.32E+11,1063066,CITY OF HOUSTON,Complete,DANG.BLDG./REPAIR/RESIDENTIAL,Residential Demolition,10/20/2006,2007,5120,FIRNAT,ST,5120 FIRNAT ST,"5120 FIRNAT ST, Houston, Texas"
7.32E+11,1193479,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/24/2009,2010,5000,FIRNAT,ST,5000 FIRNAT ST,"5000 FIRNAT ST, Houston, Texas"
7.32E+11,1280407,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/2/2011,2012,4914,FIRNAT,ST,4914 FIRNAT ST,"4914 FIRNAT ST, Houston, Texas"
7.32E+11,1125569,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/22/2007,2008,4716,TRONEWOOD,ST,4716 TRONEWOOD ST,"4716 TRONEWOOD ST, Houston, Texas"
7.32E+11,1278205,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/21/2011,2012,5109,IRELAND,ST,5109 IRELAND ST,"5109 IRELAND ST, Houston, Texas"
7.32E+11,1175337,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,12/16/2008,2009,4701,TIDWELL,RD,4701 TIDWELL RD,"4701 TIDWELL RD, Houston, Texas"
7.32E+11,1212109,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,11/4/2009,2010,9514,HIRSCH,RD,9514 HIRSCH RD,"9514 HIRSCH RD, Houston, Texas"
7.32E+11,1320128,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/9/2012,2013,4625,IRELAND,ST,4625 IRELAND ST,"4625 IRELAND ST, Houston, Texas"
7.32E+11,1125514,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/12/2007,2008,8914,KNOXWOOD,ST,8914 KNOXWOOD ST,"8914 KNOXWOOD ST, Houston, Texas"
7.32E+11,1240276,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/3/2010,2011,5205,BOICEWOOD,ST,5205 BOICEWOOD ST,"5205 BOICEWOOD ST, Houston, Texas"
7.32E+11,1318023,CITY OF HOUSTON,Complete,DEMO OF GARAGE/NO SEWER INVOLVED,Residential Demolition,7/13/2012,2013,9225,SANDRA,ST,9225 SANDRA ST,"9225 SANDRA ST, Houston, Texas"
7.32E+11,1127318,CITY OF HOUSTON,Complete,DEMO  RES./SEWER DISC,Residential Demolition,10/22/2007,2008,5402,FIRNAT,ST,5402 FIRNAT ST,"5402 FIRNAT ST, Houston, Texas"
7.32E+11,1390423,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/25/2014,2015,4628,ANTHA,ST,4628 ANTHA ST,"4628 ANTHA ST, Houston, Texas"
7.32E+11,980983,CITY OF HOUSTON,Complete,DEMO  DANGER. BLDG. REPAIR/RESIDENTIAL,Residential Demolition,7/22/2005,2007,5218,TIDWELL,RD,5218 TIDWELL RD,"5218 TIDWELL RD, Houston, Texas"
7.32E+11,1213120,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/19/2009,2010,11310,PANDORA,DR,11310 PANDORA DR,"11310 PANDORA DR, Houston, Texas"
7.32E+11,1261425,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/28/2011,2012,11022,EVANGELINE,DR,11022 EVANGELINE DR,"11022 EVANGELINE DR, Houston, Texas"
7.32E+11,1362413,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Residential Demolition,7/11/2013,2015,5818,BENDER,RD,5818 BENDER RD,"5818 BENDER RD, Houston, Texas"
7.32E+11,1139482,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/20/2008,2010,6102,BENDER,RD,6102 BENDER RD,"6102 BENDER RD, Houston, Texas"
7.32E+11,1362418,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Commercial Demolition,7/11/2013,2015,5821,MARTHA,LN,5821 MARTHA LN,"5821 MARTHA LN, Houston, Texas"
7.32E+11,1323694,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,Residential Demolition,9/7/2012,2013,6118,MARTHA,LN,6118 MARTHA LN,"6118 MARTHA LN, Houston, Texas"
7.32E+11,1214003,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/7/2009,2010,6019,SHIRLEY,LN,6019 SHIRLEY LN,"6019 SHIRLEY LN, Houston, Texas"
7.32E+11,1204075,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,8/13/2009,2010,5610,RICHMOND,AV,5610 RICHMOND AV,"5610 RICHMOND AV, Houston, Texas"
7.32E+11,1237263,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,7/19/2010,2012,5829,RICHMOND,AV,5829 RICHMOND AV,"5829 RICHMOND AV, Houston, Texas"
7.32E+11,1424856,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISCONNECT,Residential Demolition,11/26/2014,2015,5818,WINSOME,LN,5818 WINSOME LN,"5818 WINSOME LN, Houston, Texas"
7.32E+11,1200379,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/28/2009,2010,5902,VAL VERDE,ST,5902 VAL VERDE ST,"5902 VAL VERDE ST, Houston, Texas"
7.32E+11,1125534,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/16/2007,2008,8446,NORTHERN,ST,8446 NORTHERN ST,"8446 NORTHERN ST, Houston, Texas"
7.32E+11,1145123,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,Residential Demolition,6/3/2008,2009,4228,HARVARD,ST,4228 HARVARD ST,"4228 HARVARD ST, Houston, Texas"
7.32E+11,1300122,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/24/2012,2013,4228,HARVARD,ST,4228 HARVARD ST,"4228 HARVARD ST, Houston, Texas"
7.32E+11,1417269,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/15/2014,2015,4212,HARVARD,ST,4212 HARVARD ST,"4212 HARVARD ST, Houston, Texas"
7.32E+11,1417187,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/12/2014,2015,4210,HARVARD,ST,4210 HARVARD ST,"4210 HARVARD ST, Houston, Texas"
7.32E+11,1421566,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/24/2014,2016,238,42ND 1/2,ST,238 42ND 1/2 ST,"238 42ND 1/2 ST, Houston, Texas"
7.32E+11,1421569,CITY OF HOUSTON,Incomplete,DEMO RES/SEWER DISC,Residential Demolition,10/24/2014,2016,239,42ND 1/2,ST,239 42ND 1/2 ST,"239 42ND 1/2 ST, Houston, Texas"
7.32E+11,1336360,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,12/20/2012,2013,7611,WESTVIEW,DR,7611 WESTVIEW DR,"7611 WESTVIEW DR, Houston, Texas"
7.32E+11,2,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,12/30/2009,2011,7725,WESTVIEW,DR,7725 WESTVIEW DR,"7725 WESTVIEW DR, Houston, Texas"
7.40E+11,1,ERROR: KEY NOT FOUND,Complete,DEMO DWG,Residential Demolition,1/1/2008,2009,4602,BEECH,ST,4602 BEECH ST,"4602 BEECH ST, Houston, Texas"
7.40E+11,1410337,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC.,Residential Demolition,7/29/2014,2015,7716,BELLEWOOD,DR,7716 BELLEWOOD DR,"7716 BELLEWOOD DR, Houston, Texas"
7.40E+11,1395853,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/10/2014,2015,1202,DANBURY,RD,1202 DANBURY RD,"1202 DANBURY RD, Houston, Texas"
7.40E+11,1390585,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/26/2014,2015,7721,BELLEWOOD,DR,7721 BELLEWOOD DR,"7721 BELLEWOOD DR, Houston, Texas"
7.40E+11,1288149,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/25/2011,2012,333,INNSDALE,DR,333 INNSDALE DR,"333 INNSDALE DR, Houston, Texas"
7.40E+11,1281515,CITY OF HOUSTON,Complete,DEMO GARG/ NO SEWER DISC NEEDED,Residential Demolition,8/18/2011,2014,2329,HITCHCOCK,ST,2329 HITCHCOCK ST,"2329 HITCHCOCK ST, Houston, Texas"
7.40E+11,1122495,CITY OF HOUSTON,Complete,DEMO RES SEWER DISC,Residential Demolition,12/4/2007,2008,2317,HITCHCOCK,ST,2317 HITCHCOCK ST,"2317 HITCHCOCK ST, Houston, Texas"
7.40E+11,1207561,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/6/2009,2010,9922,ALDINE WESTFIELD,RD,9922 ALDINE WESTFIELD RD,"9922 ALDINE WESTFIELD RD, Houston, Texas"
7.40E+11,1127123,CITY OF HOUSTON,Complete,DEMO STORAGE/NO SEWER DISC,Commercial Demolition,9/26/2007,2008,7510,DILLON,ST,7510 DILLON ST,"7510 DILLON ST, Houston, Texas"
7.40E+11,1127124,CITY OF HOUSTON,Complete,DEMO STORAGE/NO SEWER DISC,Commercial Demolition,9/26/2007,2008,7508,DILLON,ST,7508 DILLON ST,"7508 DILLON ST, Houston, Texas"
7.40E+11,1127125,CITY OF HOUSTON,Complete,DEMO STORAGE/NO SEWER DISC,Commercial Demolition,9/26/2007,2008,7506,DILLON,ST,7506 DILLON ST,"7506 DILLON ST, Houston, Texas"
7.40E+11,1125559,CITY OF HOUSTON,Complete,DEMO BLDG/SEWER DISC,Commercial Demolition,3/21/2007,2008,7513,MORLEY,ST,7513 MORLEY ST,"7513 MORLEY ST, Houston, Texas"
7.40E+11,1125560,CITY OF HOUSTON,Complete,DEMO BLDG/ SEWER DISC,Commercial Demolition,3/21/2007,2008,7515,MORLEY,ST,7515 MORLEY ST,"7515 MORLEY ST, Houston, Texas"
7.40E+11,1125561,CITY OF HOUSTON,Complete,DEMO BLDG/SEWER DISC,Commercial Demolition,3/21/2007,2008,7511,MORLEY,ST,7511 MORLEY ST,"7511 MORLEY ST, Houston, Texas"
7.40E+11,1234338,CITY OF HOUSTON,Complete,DEMO APT/ SEWER DISC,Commercial Demolition,6/4/2010,2011,7594,MORLEY,ST,7594 MORLEY ST,"7594 MORLEY ST, Houston, Texas"
7.40E+11,1263480,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,3/25/2011,2012,3013,TOLIVER,ST,3013 TOLIVER ST,"3013 TOLIVER ST, Houston, Texas"
7.40E+11,1175067,CITY OF HOUSTON,Complete,DEMO RES GARAGE /SEWER DISC,Residential Demolition,12/11/2008,2009,7525,CROFTON,ST,7525 CROFTON ST,"7525 CROFTON ST, Houston, Texas"
7.41E+11,1396431,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISCONNECT,Residential Demolition,4/18/2014,2015,4002,JEANETTA,ST,4002 JEANETTA ST,"4002 JEANETTA ST, Houston, Texas"
7.41E+11,1427522,CITY OF HOUSTON,Complete,DEMO RES/NO SEWER DISC,Residential Demolition,12/23/2014,2015,4002,JEANETTA,ST,4002 JEANETTA ST,"4002 JEANETTA ST, Houston, Texas"
7.41E+11,1188211,CITY OF HOUSTON,Complete,BLDG DEMO/SEWER DISC,Commercial Demolition,2/3/2009,2010,9510,WESTPARK,DR,9510 WESTPARK DR,"9510 WESTPARK DR, Houston, Texas"
7.41E+11,1244856,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,9/30/2010,2011,3918,OCEE,ST,3918 OCEE ST,"3918 OCEE ST, Houston, Texas"
7.41E+11,3,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/4/2013,2014,4010,OCEE,ST,4010 OCEE ST,"4010 OCEE ST, Houston, Texas"
7.41E+11,4,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/4/2013,2014,4010,OCEE,ST,4010 OCEE ST,"4010 OCEE ST, Houston, Texas"
7.41E+11,3,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/4/2013,2014,4010,OCEE,ST,4010 OCEE ST,"4010 OCEE ST, Houston, Texas"
7.41E+11,4,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/4/2013,2014,4010,OCEE,ST,4010 OCEE ST,"4010 OCEE ST, Houston, Texas"
7.41E+11,1283219,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/15/2011,2012,645,SAM,ST,645 SAM ST,"645 SAM ST, Houston, Texas"
7.41E+11,1283220,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/15/2011,2012,637,SAM,ST,637 SAM ST,"637 SAM ST, Houston, Texas"
7.41E+11,1283221,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/15/2011,2012,644,LUKE,ST,644 LUKE ST,"644 LUKE ST, Houston, Texas"
7.41E+11,2,ERROR: KEY NOT FOUND,Complete,DEMO,Residential Demolition,8/17/2009,2010,2434,HARTWICK,NA,2434 HARTWICK NA,"2434 HARTWICK NA, Houston, Texas"
7.41E+11,1,CITY OF DEER PARK,Complete,DEMOLITION - 502 CENTER ST,Commercial Demolition,7/27/2009,2010,502,CENTER ST,NA,502 CENTER ST NA,"502 CENTER ST NA, Houston, Texas"
7.41E+11,1,CITY OF DEER PARK,Complete,DEMO,Residential Demolition,5/20/2009,2010,135,6TH,NA,135 6TH NA,"135 6TH NA, Houston, Texas"
7.41E+11,1,ERROR: KEY NOT FOUND,Complete,DEMO,Residential Demolition,2/25/2009,2009,4511,MERRIE,LN,4511 MERRIE LN,"4511 MERRIE LN, Houston, Texas"
7.41E+11,1362599,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/15/2013,2014,3822,WESTERMAN,ST,3822 WESTERMAN ST,"3822 WESTERMAN ST, Houston, Texas"
7.41E+11,1144784,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/30/2008,2009,3826,WESTERMAN,ST,3826 WESTERMAN ST,"3826 WESTERMAN ST, Houston, Texas"
7.41E+11,1378553,CITY OF HOUSTON,Complete,DEMO RES/NO SEWER DISC FOR GARAGE,Residential Demolition,11/22/2013,2014,3910,PURDUE,ST,3910 PURDUE ST,"3910 PURDUE ST, Houston, Texas"
7.41E+11,1126805,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/22/2007,2008,3822,PURDUE,ST,3822 PURDUE ST,"3822 PURDUE ST, Houston, Texas"
7.41E+11,1189396,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,Residential Demolition,2/20/2009,2010,3919,PURDUE,ST,3919 PURDUE ST,"3919 PURDUE ST, Houston, Texas"
7.41E+11,1127450,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,Residential Demolition,11/6/2007,2008,3819,PURDUE,ST,3819 PURDUE ST,"3819 PURDUE ST, Houston, Texas"
7.41E+11,1185685,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/15/2009,2010,3810,DRAKE,ST,3810 DRAKE ST,"3810 DRAKE ST, Houston, Texas"
7.41E+11,1262505,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/14/2011,2012,3826,DRAKE,ST,3826 DRAKE ST,"3826 DRAKE ST, Houston, Texas"
7.41E+11,1125760,CITY OF HOUSTON,Complete,DEMO RES/SEE PROJECT # 7032971 FOR SEWER DISC,Residential Demolition,4/23/2007,2008,3919,DRAKE,ST,3919 DRAKE ST,"3919 DRAKE ST, Houston, Texas"
7.41E+11,1140058,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/31/2008,2009,3915,DRAKE,ST,3915 DRAKE ST,"3915 DRAKE ST, Houston, Texas"
7.41E+11,1126594,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/3/2007,2008,3819,DRAKE,ST,3819 DRAKE ST,"3819 DRAKE ST, Houston, Texas"
7.41E+11,1126525,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/26/2007,2008,3811,DRAKE,ST,3811 DRAKE ST,"3811 DRAKE ST, Houston, Texas"
7.41E+11,1323739,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/7/2012,2013,3926,CHILDRESS,ST,3926 CHILDRESS ST,"3926 CHILDRESS ST, Houston, Texas"
7.41E+11,1401082,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISCONNECT,Residential Demolition,5/19/2014,2015,3910,CHILDRESS,ST,3910 CHILDRESS ST,"3910 CHILDRESS ST, Houston, Texas"
7.41E+11,1063071,CITY OF HOUSTON,Complete,DEMO,Residential Demolition,10/20/2006,2008,3831,CHILDRESS,ST,3831 CHILDRESS ST,"3831 CHILDRESS ST, Houston, Texas"
7.41E+11,1303081,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/15/2012,2013,3815,CHILDRESS,ST,3815 CHILDRESS ST,"3815 CHILDRESS ST, Houston, Texas"
7.41E+11,1235815,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/28/2010,2011,516,CATHER,ST,516 CATHER ST,"516 CATHER ST, Houston, Texas"
7.41E+11,2,ERROR: KEY NOT FOUND,Complete,DEMO,Residential Demolition,2/25/2009,2009,4534,PARK,CT,4534 PARK CT,"4534 PARK CT, Houston, Texas"
7.41E+11,1412895,HARRIS COUNTY,Complete,DEMO,Residential Demolition,8/21/2014,2015,14125,MCDERMOTT,NA,14125 MCDERMOTT NA,"14125 MCDERMOTT NA, Houston, Texas"
7.41E+11,2,ERROR: KEY NOT FOUND,Complete,2ND DWG DEMO,Residential Demolition,2/10/2011,2011,183,TURNER,DR,183 TURNER DR,"183 TURNER DR, Houston, Texas"
7.41E+11,1268943,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/5/2011,2012,230,HARKNESS,ST,230 HARKNESS ST,"230 HARKNESS ST, Houston, Texas"
7.41E+11,1079471,CITY OF HOUSTON,Complete,DEMO,Residential Demolition,2/2/2007,2008,112,TALLANT,ST,112 TALLANT ST,"112 TALLANT ST, Houston, Texas"
7.41E+11,1246123,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/4/2010,2011,3710,LOS ANGELES,ST,3710 LOS ANGELES ST,"3710 LOS ANGELES ST, Houston, Texas"
7.41E+11,1228926,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/28/2010,2011,3827,WAYNE,ST,3827 WAYNE ST,"3827 WAYNE ST, Houston, Texas"
7.41E+11,1424207,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/17/2014,2015,2409,MAIN,ST,2409 MAIN ST,"2409 MAIN ST, Houston, Texas"
7.41E+11,1374572,CITY OF HOUSTON,Incomplete,DEMO BLD/SEWER DISC,Residential Demolition,10/21/2013,2016,2300,RICHTON,ST,2300 RICHTON ST,"2300 RICHTON ST, Houston, Texas"
7.41E+11,1277671,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,Residential Demolition,7/13/2011,2012,2511,RICHTON,ST,2511 RICHTON ST,"2511 RICHTON ST, Houston, Texas"
7.41E+11,1215018,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/23/2009,2011,12635,ZAVALLA,ST,12635 ZAVALLA ST,"12635 ZAVALLA ST, Houston, Texas"
7.41E+11,1126554,CITY OF HOUSTON,Complete,DEMO RES GARAGE ONLY/SEWER DISC,Residential Demolition,7/30/2007,2009,12825,ZAVALLA,ST,12825 ZAVALLA ST,"12825 ZAVALLA ST, Houston, Texas"
7.41E+11,1248836,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/2/2010,2011,12719,TERRANCE,ST,12719 TERRANCE ST,"12719 TERRANCE ST, Houston, Texas"
7.41E+11,1207835,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/13/2009,2010,12821,CARLSBAD,ST,12821 CARLSBAD ST,"12821 CARLSBAD ST, Houston, Texas"
7.41E+11,1307959,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,4/30/2012,2013,3216,BLODGETT,ST,3216 BLODGETT ST,"3216 BLODGETT ST, Houston, Texas"
7.41E+11,1167379,CITY OF HOUSTON,Complete,BLDG DEMO/NO SEWER(BRICK GARAGE ),Residential Demolition,9/29/2008,2009,606,CATHER,ST,606 CATHER ST,"606 CATHER ST, Houston, Texas"
7.41E+11,1185649,CITY OF HOUSTON,Complete,DEMO RES SEWER DISC,Residential Demolition,1/15/2009,2010,5902,LUNA,ST,5902 LUNA ST,"5902 LUNA ST, Houston, Texas"
7.41E+11,1399357,CITY OF HOUSTON,Complete,RESIDENTIAL INTERIOR DEMO OF NON LOAD BEARING WALL,Residential Demolition,5/1/2014,2015,3534,OZARK,ST,3534 OZARK ST,"3534 OZARK ST, Houston, Texas"
7.41E+11,1214363,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/11/2009,2010,3518,CHARLESTON,ST,3518 CHARLESTON ST,"3518 CHARLESTON ST, Houston, Texas"
7.41E+11,1417097,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/11/2014,2015,3522,CHARLESTON,ST,3522 CHARLESTON ST,"3522 CHARLESTON ST, Houston, Texas"
7.41E+11,1175677,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/22/2008,2009,3538,CHARLESTON,ST,3538 CHARLESTON ST,"3538 CHARLESTON ST, Houston, Texas"
7.41E+11,1410084,CITY OF HOUSTON,Complete,DEMO RES/NO SEWER DISCONNECT (GARAGE ONLY),Residential Demolition,7/25/2014,2015,3511,OZARK,ST,3511 OZARK ST,"3511 OZARK ST, Houston, Texas"
7.41E+11,1392810,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/28/2014,2015,3535,OZARK,ST,3535 OZARK ST,"3535 OZARK ST, Houston, Texas"
7.41E+11,1214359,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/11/2009,2010,3538,GRIGGS,RD,3538 GRIGGS RD,"3538 GRIGGS RD, Houston, Texas"
7.41E+11,1370028,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISCONNECT,Residential Demolition,9/23/2013,2014,3542,GRIGGS,RD,3542 GRIGGS RD,"3542 GRIGGS RD, Houston, Texas"
7.41E+11,1358123,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/21/2013,2014,3546,GRIGGS,RD,3546 GRIGGS RD,"3546 GRIGGS RD, Houston, Texas"
7.41E+11,1200430,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,7/29/2009,2010,6102,TIERWESTER,ST,6102 TIERWESTER ST,"6102 TIERWESTER ST, Houston, Texas"
7.41E+11,1204304,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/18/2009,2010,6102,TIERWESTER,ST,6102 TIERWESTER ST,"6102 TIERWESTER ST, Houston, Texas"
