account,permitID,agencyID,permitStatus,desc,permitType,issueDate,year,siteNo,siteStreet,siteSuffix,streetAddress,fullAddress,lon,lat,address,zip
7.31E+11,1332611,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/14/2012,2013,1403,WOODCREST,DR,1403 WOODCREST DR,"1403 WOODCREST DR, Houston, Texas",-95.43616,29.8228966,"1403 woodcrest dr, houston, tx 77018, usa",77018
8.36E+11,2,CITY OF SPRING VALLEY,Complete,DEMO DWG,Residential Demolition,9/30/2009,2009,8702,WINNINGHAM,LN,8702 WINNINGHAM LN,"8702 WINNINGHAM LN, Houston, Texas",-95.5017477,29.7886988,"8702 winningham ln, houston, tx 77055, usa",77055
5.00E+11,1,CITY OF BAYTOWN,Complete,DEMO - HOUSE ONLY,Commercial Demolition,1/26/2012,2013,220,PEARCE,NA,220 PEARCE NA,"220 PEARCE NA, Houston, Texas",-95.3698028,29.7604267,"houston, tx, usa","on, tx"
5.12E+11,1137865,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,Residential Demolition,2/29/2008,2009,7930,PARNELL,ST,7930 PARNELL ST,"7930 PARNELL ST, Houston, Texas",-95.37567,29.675717,"7930 parnell st, houston, tx 77051, usa",77051
6.51E+11,1143259,CITY OF HOUSTON,Complete,DEMO APT/SEWER DISC,Commercial Demolition,5/8/2008,2009,3812,WIPPRECHT,ST,3812 WIPPRECHT ST,"3812 WIPPRECHT ST, Houston, Texas",-95.321727,29.794621,"3812 wipprecht st, houston, tx 77026, usa",77026
3.73E+11,1,ERROR: KEY NOT FOUND,Complete,Demolition,Residential Demolition,9/25/2003,2005,3405,ROSALIE,NA,3405 ROSALIE NA,"3405 ROSALIE NA, Houston, Texas",-95.3698028,29.7604267,"houston, tx, usa","on, tx"
1.41E+11,1246153,CITY OF HOUSTON,Complete,DEMO/SEWER DISC,Residential Demolition,10/5/2010,2011,4312,GREELEY,ST,4312 GREELEY ST,"4312 GREELEY ST, Houston, Texas",-95.3880861,29.7339521,"4312 greeley st, houston, tx 77006, usa",77006
3.42E+11,1421035,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/16/2014,2015,9702,EASTHAVEN,BL,9702 EASTHAVEN BL,"9702 EASTHAVEN BL, Houston, Texas",-95.2477762,29.6288692,"9702 easthaven blvd, houston, tx 77075, usa",77075
4.51E+11,1135111,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,1/24/2008,2009,4560,HOLMES,RD,4560 HOLMES RD,"4560 HOLMES RD, Houston, Texas",-95.3543022,29.6821678,"4560 holmes rd, houston, tx 77033, usa",77033
3.51E+11,1424510,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/20/2014,2015,523,23RD,ST,523 23RD ST,"523 23RD ST, Houston, Texas",-95.4070701,29.8070617,"523 w 23rd st, houston, tx 77008, usa",77008
5.21E+11,1302934,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC (GARAGE ONLY),Commercial Demolition,3/13/2012,2013,1701,MORSE,ST,1701 MORSE ST,"1701 MORSE ST, Houston, Texas",-95.4053472,29.7506154,"1701 morse st, houston, tx 77019, usa",77019
2.01E+11,1370387,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/25/2013,2014,1610,CORTLANDT,ST,1610 CORTLANDT ST,"1610 CORTLANDT ST, Houston, Texas",-95.3952026,29.8003623,"1610 cortlandt st, houston, tx 77008, usa",77008
7.21E+11,1127149,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,Residential Demolition,10/1/2007,2008,32,RIVERCREST,DR,32 RIVERCREST DR,"32 RIVERCREST DR, Houston, Texas",-95.540501,29.748192,"32 e rivercrest dr, houston, tx 77042, usa",77042
2.01E+11,1205334,CITY OF HOUSTON,Complete,DEMO RES GARAGE/NO SEWER DISC,Residential Demolition,9/22/2009,2010,306,23RD,ST,306 23RD ST,"306 23RD ST, Houston, Texas",-95.4018598,29.8067073,"306 w 23rd st, houston, tx 77008, usa",77008
5.91E+11,1,CITY OF HOUSTON,Complete,DEMO BLD/NO SEWER DISCONNECT NEEDED,Commercial Demolition,1/17/2013,2014,5810,ETHERIDGE,ST,5810 ETHERIDGE ST,"5810 ETHERIDGE ST, Houston, Texas",-95.3176142,29.6808341,"5810 etheridge st, houston, tx 77087, usa",77087
8.44E+11,1416885,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/9/2014,2015,5102,HIALEAH,DR,5102 HIALEAH DR,"5102 HIALEAH DR, Houston, Texas",-95.4658936,29.826687,"5102 hialeah dr, houston, tx 77092, usa",77092
7.52E+11,1123846,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/26/2007,2008,1258,CHIMNEY ROCK,RD,1258 CHIMNEY ROCK RD,"1258 CHIMNEY ROCK RD, Houston, Texas",-95.4776739,29.753955,"1258 chimney rock rd, houston, tx 77056, usa",77056
7.01E+11,1171455,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/3/2008,2009,4408,RUSSELL,ST,4408 RUSSELL ST,"4408 RUSSELL ST, Houston, Texas",-95.331991,29.80092,"4408 russell st, houston, tx 77026, usa",77026
6.02E+11,1399801,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/5/2014,2015,3638,LOCKE,LN,3638 LOCKE LN,"3638 LOCKE LN, Houston, Texas",-95.4347274,29.7424235,"3638 locke ln, houston, tx 77027, usa",77027
9.10E+11,3,ERROR: KEY NOT FOUND,Complete,DEMO,Residential Demolition,8/17/2009,2010,2414,AYCLIFF,NA,2414 AYCLIFF NA,"2414 AYCLIFF NA, Houston, Texas",-95.348795,29.921975,"2414 aycliff dr, houston, tx 77039, usa",77039
4.10E+11,1379763,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,12/2/2013,2014,2810,GREENRIDGE,DR,2810 GREENRIDGE DR,"2810 GREENRIDGE DR, Houston, Texas",-95.4902139,29.7358082,"2810 greenridge dr, houston, tx 77057, usa",77057
6.20E+11,994294,CITY OF HOUSTON,Complete,DEMO DANGER.BLDG.REPAIR/RESIDENTIAL(GARAGE APT),Residential Demolition,9/20/2005,2006,3302,WICHITA,ST,3302 WICHITA ST,"3302 WICHITA ST, Houston, Texas",-95.3650146,29.7167182,"3302 wichita st, houston, tx 77004, usa",77004
5.72E+11,1346058,CITY OF HOUSTON,Complete,DEMO RES GARAGE/NO SEWER DISC NEEDED,Residential Demolition,3/8/2013,2014,417,FENN,ST,417 FENN ST,"417 FENN ST, Houston, Texas",-95.4051836,29.8291685,"417 fenn st, houston, tx 77018, usa",77018
7.31E+11,1378680,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/25/2013,2015,1810,ALTHEA,DR,1810 ALTHEA DR,"1810 ALTHEA DR, Houston, Texas",-95.4452473,29.8254531,"1810 althea dr, houston, tx 77018, usa",77018
5.62E+11,1193071,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,4/20/2009,2010,2515,ELLA,BL,2515 ELLA BL,"2515 ELLA BL, Houston, Texas",-95.429534,29.809468,"2515 ella blvd, houston, tx 77008, usa",77008
3.72E+11,1252070,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Demolition,12/28/2010,2011,6501,NAVIGATION,BL,6501 NAVIGATION BL,"6501 NAVIGATION BL, Houston, Texas",-95.3066086,29.750522,"6501 navigation blvd, houston, tx 77011, usa",77011
6.01E+11,1391922,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/17/2014,2015,10114,LUCORE,ST,10114 LUCORE ST,"10114 LUCORE ST, Houston, Texas",-95.2426163,29.703552,"10114 lucore st, houston, tx 77017, usa",77017
4.11E+11,1365974,CITY OF HOUSTON,Complete,DEMO BLD,Commercial Demolition,8/5/2013,2014,6655,WILL CLAYTON,PK,6655 WILL CLAYTON PK,"6655 WILL CLAYTON PK, Houston, Texas",-95.2928647,29.9835542,"6655 will clayton pkwy, humble, tx 77338, usa",77338
2.21E+11,1366130,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/6/2013,2014,4212,ELI,ST,4212 ELI ST,"4212 ELI ST, Houston, Texas",-95.4035472,29.773644,"4212 eli st, houston, tx 77007, usa",77007
7.52E+11,1423397,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/5/2014,2015,3022,BLUE BONNET,BL,3022 BLUE BONNET BL,"3022 BLUE BONNET BL, Houston, Texas",-95.4253552,29.7008092,"3022 blue bonnet blvd, houston, tx 77025, usa",77025
6.02E+11,1247082,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/19/2010,2012,10,SHADDER,WA,10 SHADDER WA,"10 SHADDER WA, Houston, Texas",-95.4162301,29.7579737,"10 shadder way, houston, tx 77019, usa",77019
8.13E+11,1126906,CITY OF HOUSTON,Complete,DEMO BLD/ SEWER DISC,Residential Demolition,8/31/2007,2009,2218,MIDLANE,ST,2218 MIDLANE ST,"2218 MIDLANE ST, Houston, Texas",-95.4499963,29.7444129,"2218 mid ln, houston, tx 77027, usa",77027
2.00E+11,1,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Residential Demolition,3/11/2013,2014,231,26TH,ST,231 26TH ST,"231 26TH ST, Houston, Texas",-95.400858,29.8102479,"231 w 26th st, houston, tx 77008, usa",77008
9.65E+11,1354494,CITY OF HOUSTON,Complete,"DEMO RES/SEWER DISC                ""POOL ONLY""",Residential Demolition,5/29/2013,2014,14351,CINDYWOOD,DR,14351 CINDYWOOD DR,"14351 CINDYWOOD DR, Houston, Texas",-95.6001548,29.7668799,"14351 cindywood dr, houston, tx 77079, usa",77079
7.71E+11,1421747,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC ON PJ#99017967,Residential Demolition,10/28/2014,2015,4109,LARKSPUR,ST,4109 LARKSPUR ST,"4109 LARKSPUR ST, Houston, Texas",-95.3674471,29.6615458,"4109 larkspur st, houston, tx 77051, usa",77051
6.51E+11,1170949,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISCO,Residential Demolition,10/29/2008,2009,717,DORCHESTER,ST,717 DORCHESTER ST,"717 DORCHESTER ST, Houston, Texas",-95.3624903,29.823196,"717 dorchester st, houston, tx 77022, usa",77022
3.72E+11,1252048,CITY OF HOUSTON,Complete,100% Cmp Per Contractor,Demolition,12/28/2010,2011,6021,NAVIGATION,BL,6021 NAVIGATION BL,"6021 NAVIGATION BL, Houston, Texas",-95.3133835,29.7479808,"6021 navigation blvd, houston, tx 77011, usa",77011
4.32E+11,1292995,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/28/2011,2012,910,35TH,ST,910 35TH ST,"910 35TH ST, Houston, Texas",-95.3870474,29.8179803,"910 e 35th st, houston, tx 77022, usa",77022
6.51E+11,1241199,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/17/2010,2011,4504,LOCKWOOD,DR,4504 LOCKWOOD DR,"4504 LOCKWOOD DR, Houston, Texas",-95.316423,29.801504,"4504 lockwood dr, houston, tx 77026, usa",77026
6.11E+11,1420088,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/2/2014,2015,3371,OZARK,ST,3371 OZARK ST,"3371 OZARK ST, Houston, Texas",-95.3688678,29.7060388,"3371 ozark st, houston, tx 77021, usa",77021
7.41E+11,1126396,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/10/2007,2008,2607,FRANK,RD,2607 FRANK RD,"2607 FRANK RD, Houston, Texas",-95.3476532,29.9370852,"2607 frank rd, houston, tx 77032, usa",77032
7.72E+11,1396264,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/16/2014,2015,4625,IVANHOE,ST,4625 IVANHOE ST,"4625 IVANHOE ST, Houston, Texas",-95.454807,29.7394116,"4625 ivanhoe st, houston, tx 77027, usa",77027
7.41E+11,1307959,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,4/30/2012,2013,3216,BLODGETT,ST,3216 BLODGETT ST,"3216 BLODGETT ST, Houston, Texas",-95.3642481,29.7197606,"3216 blodgett st, houston, tx 77004, usa",77004
8.71E+11,1353217,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/14/2013,2014,12803,TRAVIATA,DR,12803 TRAVIATA DR,"12803 TRAVIATA DR, Houston, Texas",-95.5610745,29.7691963,"12803 traviata dr, houston, tx 77024, usa",77024
7.31E+11,1417095,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/11/2014,2015,1518,LATEXO,DR,1518 LATEXO DR,"1518 LATEXO DR, Houston, Texas",-95.4387796,29.8342832,"1518 latexo dr, houston, tx 77018, usa",77018
4.41E+11,1145446,CITY OF HOUSTON,Complete,DEMO. COM/SEWER DIS,Commercial Demolition,6/6/2008,2009,7026,STELLA LINK,RD,7026 STELLA LINK RD,"7026 STELLA LINK RD, Houston, Texas",-95.4407239,29.7017366,"7026 stella link rd, houston, tx 77025, usa",77025
1.11E+12,1214915,CITY OF HOUSTON,Complete,DEMO APT/SEWER DISC,Residential Demolition,12/21/2009,2010,5136,DEL MONTE,DR,5136 DEL MONTE DR,"5136 DEL MONTE DR, Houston, Texas",-95.4660267,29.7471582,"5136 del monte dr, houston, tx 77056, usa",77056
8.93E+11,1390989,CITY OF HOUSTON,Pending,DEMO RES/ SEWER DISC,Commercial Demolition,3/3/2014,2016,2932,HILLCROFT,ST,2932 HILLCROFT ST,"2932 HILLCROFT ST, Houston, Texas",-95.5017208,29.7331428,"2932 hillcroft st, houston, tx 77057, usa",77057
9.36E+11,1329143,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/17/2012,2013,7518,LEAFTEX,DR,7518 LEAFTEX DR,"7518 LEAFTEX DR, Houston, Texas",-95.274423,29.9370561,"7518 leaftex dr, humble, tx 77396, usa",77396
5.51E+11,1,WEST UNIVERSITY PLACE,Complete,DEMO,Residential Demolition,6/6/2007,2008,3835,VILLANOVA,ST,3835 VILLANOVA ST,"3835 VILLANOVA ST, Houston, Texas",-95.4392503,29.7106396,"3835 villanova st, houston, tx 77005, usa",77005
4.10E+11,1135179,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC.,Commercial Demolition,1/25/2008,2009,6525,BELLFORT,ST,6525 BELLFORT ST,"6525 BELLFORT ST, Houston, Texas",-95.313663,29.667336,"6525 bellfort st, houston, tx 77087, usa",77087
4.51E+11,1347605,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,3/27/2013,2014,5650,SELINSKY,RD,5650 SELINSKY RD,"5650 SELINSKY RD, Houston, Texas",-95.345391,29.634147,"5650 selinsky rd, houston, tx 77048, usa",77048
7.71E+11,1,CITY OF BAYTOWN,Complete,DEMO,Residential Demolition,5/29/2012,2013,914,LARGO ST,NA,914 LARGO ST NA,"914 LARGO ST NA, Houston, Texas",-95.3698028,29.7604267,"houston, tx, usa","on, tx"
7.31E+11,1379705,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/2/2013,2014,1218,WAKEFIELD,DR,1218 WAKEFIELD DR,"1218 WAKEFIELD DR, Houston, Texas",-95.4303481,29.8231801,"1218 wakefield dr, houston, tx 77018, usa",77018
7.32E+11,1221359,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/26/2010,2011,4814,EARLINE,ST,4814 EARLINE ST,"4814 EARLINE ST, Houston, Texas",-95.319785,29.841565,"4814 earline st, houston, tx 77016, usa",77016
3.11E+11,1356491,CITY OF HOUSTON,Incomplete,DEMO RES / NO SEWER DISC (SHED),Residential Demolition,6/3/2013,2016,4503,CHAPMAN,ST,4503 CHAPMAN ST,"4503 CHAPMAN ST, Houston, Texas",-95.3545604,29.8011097,"4503 chapman st, houston, tx 77009, usa",77009
8.32E+11,1369411,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/16/2013,2014,7102,SHAVELSON,ST,7102 SHAVELSON ST,"7102 SHAVELSON ST, Houston, Texas",-95.4724975,29.7867542,"7102 shavelson st, houston, tx 77055, usa",77055
6.81E+11,1309601,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC (GARAGE ONLY),Residential Demolition,5/21/2012,2013,3731,WESTERMAN,ST,3731 WESTERMAN ST,"3731 WESTERMAN ST, Houston, Texas",-95.4349321,29.7269889,"3731 westerman st, houston, tx 77005, usa",77005
7.31E+11,1318949,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/26/2012,2013,1029,WAKEFIELD,DR,1029 WAKEFIELD DR,"1029 WAKEFIELD DR, Houston, Texas",-95.4263025,29.8211783,"1029 wakefield dr, houston, tx 77018, usa",77018
8.56E+11,1126197,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/21/2007,2008,16126,GREEN OAKS,DR,16126 GREEN OAKS DR,"16126 GREEN OAKS DR, Houston, Texas",-95.357686,29.954506,"16126 green oaks dr, houston, tx 77032, usa",77032
6.81E+11,1137732,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,2/28/2008,2010,4386,WHEELER,ST,4386 WHEELER ST,"4386 WHEELER ST, Houston, Texas",-95.3434832,29.716538,"4386 wheeler ave, houston, tx 77004, usa",77004
3.70E+11,1198909,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/6/2009,2010,2414,ALBANS,ST,2414 ALBANS ST,"2414 ALBANS ST, Houston, Texas",-95.4156572,29.7241683,"2414 albans rd, houston, tx 77005, usa",77005
7.72E+11,1354880,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/24/2013,2014,4109,WOODHAVEN,ST,4109 WOODHAVEN ST,"4109 WOODHAVEN ST, Houston, Texas",-95.4423397,29.6653027,"4109 woodhaven st, houston, tx 77025, usa",77025
7.31E+11,1407654,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/30/2014,2015,1242,KINLEY,LN,1242 KINLEY LN,"1242 KINLEY LN, Houston, Texas",-95.4314224,29.82468,"1242 kinley ln, houston, tx 77018, usa",77018
8.43E+11,1275739,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,6/30/2011,2012,8814,RICE,AV,8814 RICE AV,"8814 RICE AV, Houston, Texas",-95.469136,29.683082,"8814 s rice ave, houston, tx 77096, usa",77096
9.11E+11,1126387,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/9/2007,2008,16307,GREENVIEW,DR,16307 GREENVIEW DR,"16307 GREENVIEW DR, Houston, Texas",-95.351489,29.958957,"16307 greenview dr, houston, tx 77032, usa",77032
3.91E+11,3,CITY OF HOUSTON,Complete,SEWER DISC.,Residential Demolition,10/5/2007,2008,1428,DOROTHY,ST,1428 DOROTHY ST,"1428 DOROTHY ST, Houston, Texas",-95.4089575,29.7971074,"1428 dorothy st, houston, tx 77008, usa",77008
6.01E+11,1139817,CITY OF HOUSTON,Complete,DEMO RES(GARAGE APT)/SEWER DISC SEE PJ # 08013213,Residential Demolition,3/26/2008,2009,6730,NARCISSUS,ST,6730 NARCISSUS ST,"6730 NARCISSUS ST, Houston, Texas",-95.29823,29.706681,"6730 narcissus st, houston, tx 77087, usa",77087
6.81E+11,1276991,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC (CONCESSION STAND ONLY),Commercial Demolition,7/5/2011,2012,5840,SAN FELIPE,ST,5840 SAN FELIPE ST,"5840 SAN FELIPE ST, Houston, Texas",-95.4816315,29.7504376,"5840 san felipe st, houston, tx 77057, usa",77057
7.01E+11,1200628,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/31/2009,2010,1220,DE BOLL,ST,1220 DE BOLL ST,"1220 DE BOLL ST, Houston, Texas",-95.36087,29.842387,"1220 de boll st, houston, tx 77022, usa",77022
3.01E+11,3,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/8/2011,2012,1515,KNOX,ST,1515 KNOX ST,"1515 KNOX ST, Houston, Texas",-95.421304,29.7745423,"1515 knox st, houston, tx 77007, usa",77007
8.51E+11,1125932,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC.,Residential Demolition,5/21/2007,2008,1111,BRIARMEAD,DR,1111 BRIARMEAD DR,"1111 BRIARMEAD DR, Houston, Texas",-95.4897017,29.7558311,"1111 briarmead dr, houston, tx 77057, usa",77057
7.91E+11,1196438,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/3/2009,2010,5720,HOWELL,ST,5720 HOWELL ST,"5720 HOWELL ST, Houston, Texas",-95.3064217,29.9490968,"5720 howell st, houston, tx 77032, usa",77032
6.80E+11,1133945,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC.,Residential Demolition,1/7/2008,2009,224,COWAN,DR,224 COWAN DR,"224 COWAN DR, Houston, Texas",-95.4250074,29.7653491,"224 e cowan dr, houston, tx 77007, usa",77007
4.41E+11,1268841,CITY OF HOUSTON,Complete,DEMO BLD /SEWER DISC,Commercial Demolition,5/4/2011,2012,1902,OLD SPANISH,TR,1902 OLD SPANISH TR,"1902 OLD SPANISH TR, Houston, Texas",-95.3963075,29.6959094,"1902 old spanish trail, houston, tx 77054, usa",77054
2.00E+11,3,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/20/2009,2010,223,24TH,ST,223 24TH ST,"223 24TH ST, Houston, Texas",-95.4004076,29.8082318,"223 w 24th st, houston, tx 77008, usa",77008
7.20E+11,1354182,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/23/2013,2014,5619,SHIRLEY,LN,5619 SHIRLEY LN,"5619 SHIRLEY LN, Houston, Texas",-95.309454,29.945608,"5619 shirley ln, houston, tx 77032, usa",77032
7.31E+11,1364122,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/31/2013,2014,1423,CANDLELIGHT,LN,1423 CANDLELIGHT LN,"1423 CANDLELIGHT LN, Houston, Texas",-95.4367739,29.8355826,"1423 candlelight ln, houston, tx 77018, usa",77018
2.11E+11,1185111,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,1/7/2009,2010,7109,MAIN,ST,7109 MAIN ST,"7109 MAIN ST, Houston, Texas",-95.4066839,29.7039614,"7109 main st, houston, tx 77030, usa",77030
5.72E+11,1172473,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/18/2008,2009,3103,TRULLEY,ST,3103 TRULLEY ST,"3103 TRULLEY ST, Houston, Texas",-95.354808,29.737516,"3103 trulley st, houston, tx 77004, usa",77004
6.90E+11,1185169,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,1/7/2009,2010,4434,ALVIN,ST,4434 ALVIN ST,"4434 ALVIN ST, Houston, Texas",-95.3604464,29.663961,"4434 alvin st, houston, tx 77051, usa",77051
1.20E+11,1277596,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/12/2011,2012,1119,HAHLO,ST,1119 HAHLO ST,"1119 HAHLO ST, Houston, Texas",-95.3092498,29.7685252,"1119 hahlo st, houston, tx 77020, usa",77020
7.20E+11,1167415,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/29/2008,2009,3663,BLUE BONNET,BL,3663 BLUE BONNET BL,"3663 BLUE BONNET BL, Houston, Texas",-95.434151,29.70039,"3663 blue bonnet blvd, houston, tx 77025, usa",77025
8.43E+11,1126121,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/14/2007,2008,2541,GREEN ROCK,RD,2541 GREEN ROCK RD,"2541 GREEN ROCK RD, Houston, Texas",-95.351742,29.956609,"2541 green rock rd, houston, tx 77032, usa",77032
8.20E+11,1127113,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/25/2007,2008,6236,CHEVY CHASE,DR,6236 CHEVY CHASE DR,"6236 CHEVY CHASE DR, Houston, Texas",-95.4940446,29.7450983,"6236 chevy chase dr, houston, tx 77057, usa",77057
7.62E+11,1127076,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,9/20/2007,2008,3310,ELMRIDGE,ST,3310 ELMRIDGE ST,"3310 ELMRIDGE ST, Houston, Texas",-95.4295091,29.6843285,"3310 elmridge st, houston, tx 77025, usa",77025
1.70E+11,1426692,CITY OF HOUSTON,Incomplete,DEMO BLD/SEWER DISC,Commercial Demolition,12/12/2014,2016,2814,LEEK,ST,2814 LEEK ST,"2814 LEEK ST, Houston, Texas",-95.3441639,29.7294265,"2814 leek st, houston, tx 77004, usa",77004
1.72E+11,1369042,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,9/10/2013,2014,11433,SUBURBAN,RD,11433 SUBURBAN RD,"11433 SUBURBAN RD, Houston, Texas",-95.288605,29.885745,"11433 suburban rd, houston, tx 77016, usa",77016
3.73E+11,1215936,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/12/2010,2011,501,OMAR,ST,501 OMAR ST,"501 OMAR ST, Houston, Texas",-95.376493,29.7883401,"501 omar st, houston, tx 77009, usa",77009
8.24E+11,1203473,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/5/2009,2010,542,WESTMINSTER,DR,542 WESTMINSTER DR,"542 WESTMINSTER DR, Houston, Texas",-95.4833929,29.7758432,"542 westminster dr, houston, tx 77024, usa",77024
3.91E+11,1,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/15/2013,2014,1322,DOROTHY,ST,1322 DOROTHY ST,"1322 DOROTHY ST, Houston, Texas",-95.408917,29.794941,"1322 dorothy st, houston, tx 77008, usa",77008
1.23E+12,1127541,CITY OF HOUSTON,Complete,DEMO BLD/ SEWER DISC,Commercial Demolition,11/20/2007,2009,613,LINK,RD,613 LINK RD,"613 LINK RD, Houston, Texas",-95.3787459,29.8083342,"613 link rd, houston, tx 77009, usa",77009
7.31E+11,1378230,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,11/19/2013,2014,1831,LIBBEY,DR,1831 LIBBEY DR,"1831 LIBBEY DR, Houston, Texas",-95.4462708,29.8307299,"1831 libbey dr, houston, tx 77018, usa",77018
6.61E+11,1365756,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,Residential Demolition,8/2/2013,2014,2316,PENNINGTON,ST,2316 PENNINGTON ST,"2316 PENNINGTON ST, Houston, Texas",-95.3489406,29.8447281,"2316 pennington st, houston, tx 77093, usa",77093
5.72E+11,1296445,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/19/2012,2013,2211,BRILEY,ST,2211 BRILEY ST,"2211 BRILEY ST, Houston, Texas",-95.3547701,29.737588,"2211 briley st, houston, tx 77004, usa",77004
1.90E+11,1174802,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/8/2008,2009,2315,DOWLING,ST,2315 DOWLING ST,"2315 DOWLING ST, Houston, Texas",-95.3710176,29.7265742,"l, 4409 emancipation ave, houston, tx 77004, united states",ited s
