"account","permitID","agencyID","permitStatus","desc","stateClass","permitType","propertyType","issueDate","year","siteNo","sitePrefix","siteStreet","siteType","siteSuffix","siteApt"
"0040630000004","1","000","C","DEMO BLDG","C1","13",NA,"12/30/1899",2010,NA,NA,NA,NA,NA,NA
"0040910000003","2","000","C","DEMO","A1","13",NA,"09/19/2005",2006,NA,NA,NA,NA,NA,NA
"0040930000003","2","061","C","DEMO","A1","13",NA,"03/09/2005",2006,NA,NA,NA,NA,NA,NA
"0040950000002","1333084","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"11/21/2012",2013,"4510",NA,"NICHOLS",NA,"ST",NA
"0040980000007","2","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"06/08/2007",2008,"4805",NA,"NOBLE",NA,"ST",NA
"0040980000008","2","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"06/08/2007",2008,"4805",NA,"NOBLE",NA,"ST",NA
"0040990000004","1","000","C","DEMO","C1","13",NA,"01/01/2009",2009,NA,NA,NA,NA,NA,NA
"0041040000007","1145036","061","C","DEMO RES /SEWER DISC",NA,"13",NA,"06/02/2008",2009,"4617",NA,"RAWLEY",NA,"ST",NA
"0041040000011","1209046","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/23/2009",2010,"2011",NA,"SCHWEIKHARDT",NA,"ST",NA
"0041090000002","1332439","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"11/13/2012",2013,"4706",NA,"RAWLEY",NA,"ST",NA
"0041090000002","1332685","061","C","GARAGE DEMO NO SEWER DISCONNECT",NA,"13",NA,"11/15/2012",2013,"4706",NA,"RAWLEY",NA,"ST",NA
"0041090000006","1208791","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/27/2009",2010,"4709",NA,"OATS",NA,"ST",NA
"0041130000001","1287630","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/18/2011",2012,"4702",NA,"OATS",NA,"ST",NA
"0041130000001","1287633","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/18/2011",2012,"1820",NA,"SCHWEIKHARDT",NA,"ST",NA
"0041130000001","1287635","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/18/2011",2012,"4700",NA,"OATS",NA,"ST",NA
"0041130000001","1287636","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/18/2011",2012,"4702",NA,"OATS",NA,"ST",NA
"0041130000001","1287637","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/18/2011",2012,"1820",NA,"SCHWEIKHARDT",NA,"ST",NA
"0041130000003","1287632","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/18/2011",2012,"4704",NA,"OATS",NA,"ST",NA
"0041130000007","1","000","C","DEMO","C1","13",NA,"08/29/2012",2013,NA,NA,NA,NA,NA,NA
"0041160000002","1","000","C","DEMO","A1","13",NA,"12/21/2004",2005,NA,NA,NA,NA,NA,NA
"0041160000006","3","000","C","DEMO","A1","13","R","01/19/2005",2005,NA,NA,NA,NA,NA,NA
"0041170000006","1244375","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/22/2010",2011,"1701",NA,"WIPPRECHT",NA,"ST",NA
"0041210000004","1","061","C","LAND VACANT - PICTOMETRY 9-29-08","X5","33",NA,"07/09/2008",2009,"4712",NA,"NEW ORLEANS ST",NA,NA,NA
"0041210000010","1126378","061","C","DEMO RES/SEWER DISC",NA,"33",NA,"07/09/2007",2010,"4701",NA,"LYONS",NA,"AV",NA
"0041250000003","1","040","C","DEMO IMPS","A1","13",NA,"12/30/1899",2007,NA,NA,NA,NA,NA,NA
"0041250000009","3","000","C","RES DEMO (3RD DWG ONLY)","A1","13",NA,"02/17/2011",2011,"4707",NA,"FARMER",NA,"ST",NA
"0041360000003","1366869","061","C","GARAGE DEMO RES/SEWER DISC (GARAGE ONLY)",NA,"13",NA,"08/15/2013",2015,"204",NA,"STRATFORD",NA,"ST",NA
"0041380000003","1409957","061","C","DEMO RES/ NO SEWER DISC REQUIRED GARAGE ONLY",NA,"13",NA,"07/24/2014",2015,"106",NA,"AVONDALE",NA,"ST",NA
"0041390000003","1368408","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/03/2013",2015,"214",NA,"AVONDALE",NA,"ST",NA
"0041390000003","1414675","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/25/2014",2015,"214",NA,"AVONDALE",NA,"ST",NA
"0041610000873","1","000","C","WAREHOUSE DEMO.","F1","43",NA,"03/19/2012",2012,NA,NA,NA,NA,NA,NA
"0041620000940","1",NA,"C","DEMO/CONVERT TO COMM","A1","33",NA,"07/21/2011",2012,NA,NA,NA,NA,NA,NA
"0041730000098","1","000","C","DEMO","A1","13",NA,"12/30/1899",2008,NA,NA,NA,NA,NA,NA
"0041740000098","1323307","040","C","RES PH II (FILL, DET, UTIL, PAV, UNENC STRUCTURES)",NA,"13",NA,"08/15/2012",2013,"14327",NA,"REEVESTON",NA,NA,NA
"0041740000107","1","000","C","DEMO","F1","13",NA,"02/02/2012",2012,NA,NA,NA,NA,NA,NA
"0041740010011","1","040","C",NA,"A1","43",NA,"12/30/1899",2014,NA,NA,NA,NA,NA,NA
"0041750000165","1","000","C","DEMO","A1","13",NA,"07/23/2012",2013,NA,NA,NA,NA,NA,NA
"0041750000225","1","000","C","DEMO","A3","13",NA,"01/24/2007",2007,NA,NA,NA,NA,NA,NA
"0041750000228","1","000","C","FIRE RPR(DEMO)","A1","13",NA,"03/03/2009",2009,NA,NA,NA,NA,NA,NA
"0041770000221","2","000","C","DEMO","F1","33",NA,"07/21/2011",2012,NA,NA,NA,NA,NA,NA
"0041780000287","1",NA,"C","DEMO DWG","C1","13",NA,"07/13/2011",2012,NA,NA,NA,NA,NA,NA
"0041780000332","1","000","C","DEMO HOME PER PO 6/07. CHK MH.","A1","13",NA,"10/25/2007",2008,NA,NA,NA,NA,NA,NA
"0041790000309","1","000","C","DEMO","A2","13",NA,"12/30/1899",2008,NA,NA,NA,NA,NA,NA
"0042030090001","1266923","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/08/2011",2012,"114",NA,"BROADHURST",NA,"DR",NA
"0042040110017","1207772","061","C","DEMO BLD/SEWER DISC",NA,"13",NA,"10/26/2009",2010,"14248",NA,"BRIDGEPORT",NA,"RD",NA
"0042070200030","1293017","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"12/28/2011",2012,"409",NA,"FELLOWS",NA,"RD",NA
"0042230000006","1","000","C","DEMO 2ND DWG","A1","13",NA,"09/08/2014",2014,NA,NA,NA,NA,NA,NA
"0042240000005","1291766","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"12/05/2011",2012,"321",NA,"EASTWOOD",NA,"ST",NA
"0042310000007","2","000","C","DEMO","C1","13",NA,"01/27/2015",2015,NA,NA,NA,NA,NA,NA
"0042320000004","1125755","061","C","DEMO RES/ SEWER DISCONNECT",NA,"13",NA,"04/20/2007",2008,"3116",NA,"DELIA",NA,"ST",NA
"0050060000003","1125214","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"01/17/2007",2008,"809",NA,"ANDREWS",NA,"ST",NA
"0050130000008","1025271","061","C","DEMO",NA,"13",NA,"03/06/2006",2008,"1106",NA,"RUTHVEN",NA,"ST",NA
"0050140000002","1228827","061","C","DEMO RES/ SEWER DISC",NA,"13",NA,"04/27/2010",2011,"1105",NA,"RUTHVEN",NA,"ST",NA
"0050150000011","1196135","061","C","DEMO RES / SEWER DISC",NA,"13",NA,"06/01/2009",2010,"1104",NA,"VICTOR",NA,"ST",NA
"0050180000019","1164644","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"08/08/2008",2010,"1300",NA,"VICTOR",NA,"ST","BLD A"
"0050210000006","2","000","C","DEMO","C1","13",NA,"01/01/2011",2012,NA,NA,NA,NA,NA,NA
"0050220000013","1173001","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"11/25/2008",2009,"1405",NA,"WILSON",NA,"ST",NA
"0050260000001","1283338","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/16/2011",2013,"1501",NA,"VICTOR",NA,"ST",NA
"0050260000001","1283344","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/16/2011",2013,"1503",NA,"VICTOR",NA,"ST",NA
"0050260000001","1283346","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/16/2011",2013,"1505",NA,"VICTOR",NA,"ST",NA
"0050370000008","1420118","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/02/2014",2015,"1406",NA,"RUTHVEN",NA,"ST",NA
"0050370000008","1420119","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/02/2014",2015,"1406",NA,"RUTHVEN",NA,"ST",NA
"0050370000008","1420832","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/14/2014",2015,"1408",NA,"RUTHVEN",NA,"ST",NA
"0050390000009","2","000","C","DEMO","C3","13",NA,"11/14/2005",2006,NA,NA,NA,NA,NA,NA
"0050390000009","1291200","061","C","RESIDENTIAL SHEET.BLDG 1 DEMO",NA,"13",NA,"11/23/2011",2013,"1404",NA,"VICTOR",NA,"ST",NA
"0050420000002","2","000","C","CK DEMO","A1","13",NA,"07/31/2012",2013,NA,NA,NA,NA,NA,NA
"0050440000016","1381077","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"12/18/2013",2015,"1616",NA,"RUTHVEN",NA,"ST",NA
"0050470000001","1421374","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/21/2014",2015,"234","W","GRAY",NA,"ST",NA
"0050470000001","1421627","061","C","DEMO BLD/SEWER DISC",NA,"13",NA,"10/24/2014",2015,"224","W","GRAY",NA,"ST",NA
"0050660000008","1420095","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/02/2014",2015,"1115",NA,"BINGHAM",NA,"ST",NA
"0050680000012","1424397","061","M","DEMO RES/SEWER DISC",NA,"13",NA,"11/19/2014",2016,"1101",NA,"SUMMER",NA,"ST",NA
"0050810000007","1","000","M","CHECK FOR DEMO","A1","13",NA,"03/30/2015",2016,NA,NA,NA,NA,NA,NA
"0050810000008","1",NA,"M","CHECK FOR DEMO","A1","13",NA,"03/30/2015",2016,NA,NA,NA,NA,NA,NA
"0050820000014","1169486","061","C","RES DEMO /SEWER DISC",NA,"13",NA,"10/08/2008",2009,"1201",NA,"CROCKETT",NA,"ST",NA
"0050840000003","1238029","061","C","DEMO RES /SEWER DISC",NA,"13",NA,"07/30/2010",2011,"1206",NA,"BINGHAM",NA,"ST",NA
"0050840000016","1","000","C","DEMO","A1","13",NA,"12/30/1899",2013,NA,NA,NA,NA,NA,NA
"0050850000005","1390046","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"02/20/2014",2015,"1220",NA,"EDWARDS",NA,"ST",NA
"0050850000005","1390047","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"02/20/2014",2015,"1218",NA,"EDWARDS",NA,"ST",NA
"0050850000007","1127259","061","C","DEMO RES /SEWER DISC",NA,"13",NA,"10/16/2007",2008,"1418",NA,"GOLIAD",NA,"ST",NA
"0050860000002","1335768","061","C","DEMO RES /SEWER DISC",NA,"13",NA,"12/13/2012",2013,"1206",NA,"DART",NA,"ST",NA
"0050860000008","1416865","061","C","DEMO RES/SEWER DISCONNECT",NA,"13",NA,"09/09/2014",2015,"1215",NA,"EDWARDS",NA,"ST",NA
"0050870000010","1126782","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/20/2007",2008,"1309",NA,"EDWARDS",NA,"ST",NA
"0050890000005","1324574","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/19/2012",2013,"1314",NA,"BINGHAM",NA,"ST",NA
"0050920000008","1270646","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"05/27/2011",2012,"1317",NA,"SHEARN",NA,"ST",NA
"0050920000012","1230126","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"05/14/2010",2011,"1813",NA,"GOLIAD",NA,"ST",NA
"0050930000001","1413520","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/05/2014",2015,"1302",NA,"SHEARN",NA,"ST",NA
"0050970000007","1","000","C","DWG DEMO","C1","13",NA,"03/07/2007",2007,NA,NA,NA,NA,NA,NA
"0050980000004","1427893","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"12/03/2014",2015,"1412",NA,"SUMMER",NA,"ST",NA
"0051010000001","1416770","061","M","DEMO RES/SEWER DISCONNECT",NA,"13",NA,"09/08/2014",2016,"1405",NA,"HICKORY",NA,"ST",NA
"0051010000008","1125999","061","C","DEMO RES/SEWER DISC",NA,"33",NA,"05/30/2007",2008,"1418",NA,"HOUSTON",NA,"AV",NA
"0051020000007","1275606","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"06/29/2011",2012,"1314",NA,"HOUSTON",NA,"AV","B"
"0051040000006","1237547","061","C","DEMO BLD / SEWER DISC",NA,"33",NA,"07/22/2010",2011,"1507",NA,"HOUSTON",NA,"AV","A"
"0051040000011","1356542","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"06/04/2013",2014,"1516",NA,"JOHNSON",NA,"ST",NA
"0051050000001","1194721","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"05/12/2009",2010,"1520",NA,"WINTER",NA,"ST",NA
"0051050000024","1","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/16/2014",2015,"1614",NA,"JOHNSON",NA,"ST",NA
"0051060000010","1290631","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"11/15/2011",2012,"1511",NA,"CROCKETT",NA,"ST",NA
"0051100000002","1424841","061","M","DEMO RES/SEWER DISC",NA,"13",NA,"11/26/2014",2016,"1610",NA,"SHEARN",NA,"ST",NA
"0051100000003","1364130","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"07/31/2013",2014,"1608",NA,"SHEARN",NA,"ST",NA
"0051110000030","1","061","C","DEMO","A1","13",NA,"08/24/2004",2006,NA,NA,NA,NA,NA,NA
"0051140000004","1","000","C","DEMO","A1","13",NA,"12/30/1899",2014,NA,NA,NA,NA,NA,NA
"0051140000010","1399787","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"05/05/2014",2015,"1613",NA,"WINTER",NA,"ST",NA
"0051150000014","1260891","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"02/21/2011",2012,"1601",NA,"BINGHAM",NA,"ST",NA
"0051190000001","1409783","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"07/22/2014",2015,"1718",NA,"BINGHAM",NA,"ST",NA
"0051200000001","1372949","061","M","DEMO RES/SEWER DISC",NA,"13",NA,"10/01/2013",2016,"1714",NA,"WINTER",NA,"ST",NA
"0051290000008","1228330","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/21/2010",2011,"1805",NA,"CROCKETT",NA,"ST",NA
"0051290000008","1228331","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/21/2010",2011,"1803",NA,"CROCKETT",NA,"ST",NA
"0051320000006","1125701","061","C","DEMO RES/SEWER DISC FOR GARAGE APT ONLY",NA,"13",NA,"04/13/2007",2008,"1800",NA,"EDWARDS",NA,"ST",NA
"0051340000001","1343711","061","C","DEMO STORAGE/NO SEWER DISC REQUIRED",NA,"33",NA,"02/27/2013",2014,"1919",NA,"EDWARDS",NA,"ST","B"
"0051400000004","1125361","061","C","DEMO RES/SEWER DIS",NA,"13",NA,"02/13/2007",2008,"1910",NA,"SHEARN",NA,"ST",NA
"0051440000005","1380804","061","M","DEMO RES / SEWER DISC",NA,"13",NA,"12/16/2013",2016,"2006",NA,"CROCKETT",NA,"ST",NA
"0051650000001","1194883","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"05/13/2009",2010,"2316",NA,"CROCKETT",NA,"ST",NA
"0051650000014","1429446","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"12/03/2014",2015,"2310",NA,"CROCKETT",NA,"ST",NA
"0051740000008","1287088","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/11/2011",2012,"2305",NA,"CENTER",NA,"ST",NA
"0051740000008","1287090","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/11/2011",2012,"2307",NA,"CENTER",NA,"ST",NA
"0051740000009","1287091","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/11/2011",2012,"2309",NA,"CENTER",NA,"ST",NA
"0051760000010","1123877","061","C","DEMO RES GARAGE / SEWER DISC",NA,"13",NA,"12/27/2007",2008,"2313",NA,"UNION",NA,"ST",NA
"0051770000020","1127146","061","C","DEMO RES/SEWER DISC",NA,"33",NA,"09/28/2007",2008,"2319",NA,"DECATUR",NA,"ST",NA
"0051770000020","1127157","061","C","DEMO BLD SEWER DISC",NA,"33",NA,"10/02/2007",2008,"2401",NA,"DECATUR",NA,"ST",NA
"0051770000022","1194098","061","C","PARTIAL DEMO FRONT PORCH / RESIDENTIAL REROOF",NA,"13",NA,"05/05/2009",2011,"2314",NA,"KANE",NA,"ST",NA
"0051770000022","1368275","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/06/2013",2014,"2314",NA,"KANE",NA,"ST",NA
"0051820000005","3","061","C","DEMO RES/SEWER DISC (GARAGE APARTMENT ONLY)",NA,"13",NA,"07/25/2013",2014,"2204",NA,"DECATUR",NA,"ST",NA
"0051900000007","1192373","061","C","RESIDENITAL ( DUPLEX) DEMO ( NON LOAD BEARING WALL",NA,"13",NA,"04/07/2009",2010,"915",NA,"HENDERSON",NA,"ST",NA
"0051940000002","1424720","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"11/25/2014",2015,"2114","N","MEMORIAL",NA,"WA",NA
"0051990000002","1167331","061","C","DEMO RES / SEWER DISC",NA,"13",NA,"09/26/2008",2009,"2016",NA,"LUBBOCK",NA,"ST",NA
"0051990000011","1","061","C","DEMO FRONT PORCH","A1","13",NA,"03/02/2011",2011,"2017",NA,"KANE",NA,"ST",NA
"0052000000008","1417130","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/11/2014",2015,"2009",NA,"DECATUR",NA,"ST",NA
"0052010000013","1208269","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/21/2009",2010,"906",NA,"HENDERSON",NA,"ST",NA
"0052010000014","1209225","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/21/2009",2010,"2017",NA,"UNION",NA,"ST",NA
"0052090000002","1328207","061","C","DEMO BLD/NO SEWER DISC INVOLVED",NA,"33",NA,"10/03/2012",2014,"1918",NA,"DECATUR",NA,"ST",NA
"0052240000001","1370047","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"09/23/2013",2014,"1820",NA,"STATE",NA,"ST",NA
"0052240000015","1","000","C","DEMO","A1","13",NA,"03/24/2007",2007,NA,NA,NA,NA,NA,NA
"0052250000016","1336649","061","C","DEMO GARAGE APT /SEWER DISC",NA,"13",NA,"12/27/2012",2014,"1815",NA,"KANE",NA,"ST",NA
"0052270000008","1196333","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"06/02/2009",2010,"1801",NA,"WASHINGTON",NA,"AV",NA
"0052280000005","1125775","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"04/24/2007",2008,"1807",NA,"CENTER",NA,"ST",NA
"0052280000005","1125777","061","C","DEMO RES / SEWER DISC",NA,"33",NA,"04/25/2007",2008,"1801",NA,"CENTER",NA,"ST",NA
"0052280000005","1126425","061","C","DEMO RES/ SEWER DISC",NA,"33",NA,"07/11/2007",2008,"1805",NA,"CENTER",NA,"ST",NA
"0052280000005","1128244","061","C","DEMO RES/SEWER DISC",NA,"33",NA,"04/03/2007",2008,"1819",NA,"CENTER",NA,"ST",NA
"0052280000015","2","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"04/24/2007",2008,"1807",NA,"CENTER",NA,"ST",NA
"0052280000015","3","061","C","DEMO RES / SEWER DISC",NA,"33",NA,"04/25/2007",2008,"1801",NA,"CENTER",NA,"ST",NA
"0052280000015","4","061","C","DEMO RES/ SEWER DISC",NA,"33",NA,"07/11/2007",2008,"1805",NA,"CENTER",NA,"ST",NA
"0052280000015","5","061","C","DEMO RES/SEWER DISC",NA,"33",NA,"04/03/2007",2008,"1819",NA,"CENTER",NA,"ST",NA
"0052310000006","1205058","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/27/2009",2010,"1616",NA,"LUBBOCK",NA,"ST",NA
"0052320000004","1331657","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"11/01/2012",2013,"1708",NA,"STATE",NA,"ST",NA
"0052320000015","1","000","C","DEMO","B2","13",NA,"03/26/2007",2007,NA,NA,NA,NA,NA,NA
"0052350000004","1185917","061","C","DEMO GARAGE NO SEWER DISC",NA,"33",NA,"01/21/2009",2010,"1516",NA,"WASHINGTON",NA,"AV",NA
"0060030000031","1263224","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"03/23/2011",2013,"1600",NA,"LOUISIANA",NA,"ST",NA
"0060140000018","1364250","061","C","DEMO RES/ SEWER DISC",NA,"13",NA,"07/22/2013",2014,"2417",NA,"EASTEX",NA,"FW",NA
"0060140000019","1364251","061","C","DEMO RES/ SEWER DISC",NA,"13",NA,"07/22/2013",2014,"2421",NA,"EASTEX",NA,"FW",NA
"0060230000001","1226925","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/02/2010",2011,"3101",NA,"EASTEX",NA,"FW",NA
"0060320000005","1424502","061","M","DEMO RES/SEWER DISC",NA,"13",NA,"11/20/2014",2016,"2903",NA,"GILLESPIE",NA,"ST",NA
"0060340000003","1205839","061","C","DEMO FOURPLEX/SEWER DISC",NA,"13",NA,"09/24/2009",2010,"2910",NA,"CLINE",NA,"ST",NA
"0060340000003","1335620","061","C","DEMO RES/SEWER DISCONNECT",NA,"13",NA,"12/11/2012",2013,"2910",NA,"CLINE",NA,"ST",NA
"0060570000002","1406164","061","M","DEMO RES/SEWER DISC",NA,"13",NA,"06/11/2014",2016,"6005","N","MAIN",NA,"ST",NA
"0060580000006","1357380","061","M","DEMO RES/SEWER DISC",NA,"13",NA,"06/13/2013",2016,"717","E","21ST",NA,"ST",NA
"0060900030015","1194164","061","C","DEMO APT/SEWER DISC",NA,"33",NA,"05/05/2009",2010,"1822",NA,"BARKER CYPRESS",NA,"RD","BLD20"
"0060970000003","2","071","C","DEMO","A1","13",NA,"01/17/2012",2013,"605","S","IDAHO",NA,NA,NA
"0061100000010","3","071","C","DEMO","A1","13","R","10/21/2010",2011,NA,NA,NA,NA,NA,NA
"0061110000032","1","071","C","DEMO","A1","13",NA,"06/07/2011",2012,NA,NA,NA,NA,NA,NA
"0061120000010","1","071","C","DEMO (GARAGE)","A1","13",NA,"04/29/2009",2010,NA,NA,NA,NA,NA,NA
"0061120000010","2","071","C","DEMO (HOUSE)","A1","13",NA,"05/14/2009",2010,NA,NA,NA,NA,NA,NA
"0061120000039","1","071","C","DEMO SHED","A1","13",NA,"02/21/2008",2010,"740","S","CARROLL",NA,"ST",NA
"0061130000025","2","071","C","DEMO","A1","13",NA,"11/24/2014",2015,NA,NA,NA,NA,NA,NA
"0061140000031","2","071","C","DEMO","A1","13",NA,"11/07/2006",2007,NA,NA,NA,NA,NA,NA
"0061140000051","2","071","C","DEMO","X1","13",NA,"03/03/2004",2005,NA,NA,NA,NA,NA,NA
"0061170000014","1","000","C","DEMO","A3","13",NA,"01/01/2008",2008,NA,NA,NA,NA,NA,NA
"0061170000014","2","000","C","DEMO SHED","C3","13",NA,"01/01/2008",2009,NA,NA,NA,NA,NA,NA
"0061230000009","1","071","C","DEMO CARPORT","A1","13",NA,"06/21/2004",2005,NA,NA,NA,NA,NA,NA
"0061230000019","3","071","C","DEMO","A1","13",NA,"01/08/2013",2013,NA,NA,NA,NA,NA,NA
"0061320000010","1","071","C","DEMO","A1","13",NA,"05/02/2014",2015,NA,NA,NA,NA,NA,NA
"0061380000013","2","071","C","DEMO","A1","13",NA,"07/17/2014",2015,NA,NA,NA,NA,NA,NA
"0061540000011","2","071","C","DEMO OF SHED","A1","13","R","05/05/2010",2011,NA,NA,NA,NA,NA,NA
"0061580000026","1","071","C","DEMO(SHED)","A1","13",NA,"08/18/2008",2008,NA,NA,NA,NA,NA,NA
"0061590000015","1","071","C","DEMO","A1","13",NA,"05/04/2005",2006,NA,NA,NA,NA,NA,NA
"0061590000030","1","071","C","DEMO","A1","13",NA,"07/03/2012",2013,NA,NA,NA,NA,NA,NA
"0061640740003","1","071","C","DEMO","A1","13",NA,"07/18/2012",2013,NA,NA,NA,NA,NA,NA
"0061650750037","1","071","C","DEMO","A1","13",NA,"05/17/2007",2008,NA,NA,NA,NA,NA,NA
"0061750000006","1",NA,"C","CHECK TO SEE IF DWG IS DEMOED","A1","13",NA,"08/10/2011",2012,NA,NA,NA,NA,NA,NA
"0061770000006","2","071","C","DEMO","X1","13",NA,"01/08/2013",2013,NA,NA,NA,NA,NA,NA
"0061820000002","1","071","C","DEMO","A1","13",NA,"09/26/2006",2007,NA,NA,NA,NA,NA,NA
"0061820000006","1","071","C","DEMO ACCESS BLDG","A3","13",NA,"01/09/2008",2009,"135","S","IDAHO",NA,"ST",NA
"0061860000001","1","072","C","DEMO WOOD DECK","A1","13",NA,"12/18/2009",2010,"703",NA,"BAYRIDGE","RD",NA,NA
"0061860000016","2","072","C","DEMO HSE","A1","13",NA,"04/27/2006",2008,NA,NA,NA,NA,NA,NA
"0061860000027","1","072","C","DEMO","A1","13",NA,"04/22/2004",2005,NA,NA,NA,NA,NA,NA
"0061860000036","5","072","C","DEMO GARAGE APT","A1","13",NA,"04/22/2004",2006,NA,NA,NA,NA,NA,NA
"0070020000010","1","071","C","DEMO","A1","13",NA,"07/07/2011",2012,NA,NA,NA,NA,NA,NA
"0070020000012","1","071","C","DEMO GAR","A1","13",NA,"02/27/2013",2014,NA,NA,NA,NA,NA,NA
"0070020000017","1","071","C","DEMO","A1","13",NA,"03/03/2004",2005,NA,NA,NA,NA,NA,NA
"0070030000005","1","071","C","CITY DEMOLITION GRP","F1","33",NA,"05/14/2010",2011,"710",NA,"PARK DR",NA,NA,NA
"0070090000001","1","071","C","DEMO - HOUSE & SLAB","F1","33",NA,"10/18/2011",2012,"1002","S","KANSAS ST",NA,NA,NA
"0070190000001","1336714","061","C","DEMO RES/SEWER DISC",NA,"33",NA,"12/28/2012",2014,"2109",NA,"HOUSTON",NA,"AV",NA
"0070190000001","1336715","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"02/27/2013",2014,"1505",NA,"ALAMO",NA,"ST",NA
"0070210000003","1417538","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/18/2014",2015,"1516",NA,"WEBER",NA,"ST",NA
"0070270000004","1420511","061","M","DEMO RES/SEWER DISC",NA,"13",NA,"10/08/2014",2016,"1610",NA,"OVID",NA,"ST",NA
"0070280000003","1423926","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"11/12/2014",2015,"1716",NA,"OVID",NA,"ST",NA
"0070350010007","1","052","C","DEMO","A1","13",NA,"12/01/2006",2007,NA,NA,NA,NA,NA,NA
"0070350010023","1","052","C","DEMO","A1","13",NA,"10/13/2014",2015,NA,NA,NA,NA,NA,NA
"0070350010024","2","052","C","DEMO","A1","13",NA,"03/04/2005",2006,NA,NA,NA,NA,NA,NA
"0070350010025","3","000","C","DEMO","A1","13",NA,"02/07/2007",2007,NA,NA,NA,NA,NA,NA
"0070350020005","2","052","C","DEMO","A1","13",NA,"10/22/2004",2005,NA,NA,NA,NA,NA,NA
"0070350020007","1","052","C","DEMO","A1","13",NA,"05/23/2013",2014,NA,NA,NA,NA,NA,NA
"0070350020010","2","052","C","DEMO","A1","13",NA,"08/10/2006",2007,NA,NA,NA,NA,NA,NA
